Pickup Community Area,Ride Date,Total Number of Rides
35,03/13/2013,30
35,03/13/2014,82
35,08/23/2013,41
35,03/13/2015,78
35,08/23/2015,26
35,08/23/2014,86
35,11/23/2016,38
35,11/23/2015,43
35,08/23/2016,33
35,11/23/2014,53
35,10/05/2015,58
35,10/05/2016,23
35,10/05/2013,47
35,10/05/2014,51
35,01/12/2017,26
35,01/12/2016,28
35,01/12/2015,58
35,01/12/2014,28
35,01/12/2013,14
35,02/28/2015,59
35,08/06/2014,82
35,02/28/2016,23
35,08/06/2013,43
35,02/28/2013,24
35,02/28/2014,92
35,08/06/2016,33
35,08/06/2015,66
35,01/22/2017,6
35,01/22/2016,41
35,01/22/2013,20
35,01/22/2015,60
35,01/22/2014,37
35,08/13/2015,53
35,08/13/2016,22
35,10/28/2016,29
35,02/18/2013,18
35,02/18/2014,65
35,10/28/2015,57
35,02/18/2015,55
35,10/28/2014,65
35,10/28/2013,44
35,02/18/2016,46
35,02/18/2017,19
35,08/13/2013,31
35,08/13/2014,78
35,03/23/2014,73
35,03/23/2013,17
35,03/23/2017,26
35,03/23/2016,32
35,03/23/2015,86
35,11/30/2013,35
35,08/03/2013,39
35,10/15/2013,30
35,08/03/2014,84
35,08/03/2015,40
35,10/15/2016,25
35,06/12/2017,17
35,11/30/2016,34
35,06/12/2016,29
35,10/15/2014,61
35,11/30/2015,33
35,11/30/2014,40
35,10/15/2015,58
35,02/08/2013,26
35,06/12/2013,18
35,02/08/2014,43
35,06/12/2015,80
35,06/12/2014,90
35,08/03/2016,49
35,02/08/2017,13
35,02/08/2015,28
35,02/08/2016,39
35,05/27/2017,11
35,05/27/2016,54
35,05/27/2015,63
35,05/27/2014,70
35,05/27/2013,16
35,12/19/2016,18
35,12/19/2014,86
35,12/19/2015,39
35,12/19/2013,55
35,05/17/2015,64
35,05/17/2014,100
35,11/10/2016,27
35,05/17/2017,14
35,05/17/2016,34
35,11/10/2014,64
35,06/22/2014,54
35,06/22/2013,21
35,11/10/2015,40
35,11/10/2013,64
35,06/22/2017,26
35,06/22/2016,57
35,06/22/2015,48
35,12/09/2013,56
35,12/09/2014,52
35,12/09/2015,47
35,12/09/2016,31
35,03/03/2017,22
35,03/03/2015,74
35,03/03/2016,52
35,03/03/2013,23
35,05/17/2013,46
35,03/03/2014,58
35,02/20/2017,19
35,02/20/2013,17
35,02/20/2014,71
35,02/20/2015,91
35,02/20/2016,41
35,11/22/2015,34
35,04/08/2016,62
35,04/08/2015,51
35,11/22/2016,26
35,11/22/2013,68
35,04/08/2014,67
35,11/22/2014,70
35,04/08/2013,21
35,12/16/2013,40
35,12/16/2014,56
35,12/16/2015,44
35,12/16/2016,31
35,06/14/2016,39
35,06/14/2017,22
35,06/14/2014,93
35,06/14/2015,42
35,06/14/2013,47
35,07/08/2013,27
35,07/17/2013,23
35,07/17/2015,58
35,07/17/2014,85
35,07/17/2017,17
35,07/17/2016,25
35,04/01/2013,50
35,04/01/2015,74
35,04/01/2014,81
35,04/01/2017,13
35,04/01/2016,51
35,07/01/2013,33
35,07/01/2014,59
35,07/01/2017,31
35,07/01/2015,47
35,07/01/2016,54
35,03/14/2014,104
35,03/14/2013,50
35,03/14/2016,53
35,03/14/2015,64
35,03/14/2017,26
35,04/17/2013,29
35,04/17/2014,58
35,11/13/2016,11
35,11/13/2015,42
35,01/01/2017,14
35,12/07/2015,38
35,12/07/2016,23
35,12/07/2013,48
35,01/01/2013,15
35,12/07/2014,29
35,01/01/2014,35
35,01/01/2015,46
35,01/01/2016,23
35,03/05/2013,23
35,03/05/2014,80
35,12/25/2016,17
35,12/25/2015,20
35,03/05/2015,67
35,03/05/2016,29
35,03/05/2017,12
35,08/04/2014,59
35,08/04/2013,30
35,08/04/2016,36
35,08/04/2015,48
35,07/08/2014,54
35,07/08/2015,58
35,07/08/2016,58
35,07/08/2017,15
35,04/17/2015,69
35,04/17/2016,38
35,04/17/2017,11
35,01/17/2017,24
35,11/29/2013,40
35,01/17/2016,24
35,11/29/2014,52
35,01/17/2015,45
35,01/17/2014,63
35,11/29/2015,24
35,01/17/2013,17
35,11/29/2016,26
35,10/26/2015,48
35,05/04/2016,42
35,10/26/2014,48
35,05/04/2017,19
35,10/26/2016,37
35,05/04/2013,18
35,10/26/2013,46
35,05/04/2014,69
35,05/04/2015,60
35,01/08/2017,10
35,01/08/2016,33
35,01/08/2013,27
35,01/08/2015,50
35,12/25/2014,22
35,01/08/2014,58
35,12/25/2013,21
35,04/08/2017,24
35,11/13/2014,57
35,11/13/2013,37
35,11/04/2013,58
35,11/04/2014,68
35,11/04/2015,32
35,04/26/2017,20
35,11/04/2016,45
35,04/26/2015,57
35,04/26/2016,36
35,04/26/2013,49
35,04/26/2014,89
35,01/10/2016,21
35,01/10/2015,45
35,01/10/2017,31
35,01/10/2014,69
35,01/10/2013,14
35,11/06/2016,19
35,11/06/2015,57
35,11/06/2014,80
35,11/06/2013,49
35,05/18/2014,73
35,05/18/2013,39
35,10/19/2016,36
35,10/19/2014,70
35,10/19/2015,49
35,10/19/2013,42
35,10/12/2013,41
35,10/12/2014,60
35,05/18/2016,47
35,05/18/2015,68
35,05/18/2017,20
35,08/29/2016,32
35,08/29/2014,71
35,08/29/2015,40
35,08/29/2013,25
35,02/02/2017,18
35,02/02/2014,39
35,02/02/2013,35
35,02/02/2016,37
35,02/02/2015,59
35,10/12/2015,45
35,10/12/2016,23
35,06/05/2017,21
35,06/05/2016,46
35,03/30/2013,24
35,06/05/2013,28
35,03/30/2014,70
35,06/05/2015,76
35,06/05/2014,89
35,03/30/2017,60
35,03/30/2015,52
35,03/30/2016,34
35,01/15/2017,10
35,01/15/2016,48
35,09/14/2013,27
35,09/14/2014,51
35,02/27/2016,24
35,02/27/2017,22
35,09/14/2015,54
35,09/14/2016,28
35,02/27/2014,62
35,02/27/2015,72
35,02/27/2013,24
35,08/20/2013,32
35,08/20/2014,82
35,08/20/2015,59
35,08/20/2016,27
35,07/10/2013,18
35,07/10/2014,91
35,07/10/2015,66
35,07/10/2016,47
35,07/10/2017,11
35,01/15/2013,25
35,01/15/2015,59
35,01/15/2014,52
35,05/11/2013,25
35,05/11/2014,65
35,05/11/2015,62
35,05/11/2016,45
35,05/11/2017,27
35,06/23/2016,44
35,06/23/2017,22
35,06/23/2013,22
35,06/23/2014,68
35,06/23/2015,58
35,04/24/2015,82
35,04/24/2016,17
35,04/24/2017,19
35,07/15/2013,20
35,07/15/2014,85
35,07/15/2015,56
35,07/15/2016,56
35,04/24/2013,35
35,04/24/2014,64
35,07/15/2017,22
35,08/27/2014,68
35,08/27/2015,58
35,08/27/2016,34
35,08/02/2016,29
35,08/27/2013,28
35,08/02/2015,62
35,08/02/2014,97
35,08/02/2013,46
35,03/28/2015,62
35,03/28/2014,78
35,03/28/2013,21
35,02/22/2014,46
35,02/22/2013,25
35,02/22/2016,40
35,02/22/2015,48
35,02/22/2017,28
35,04/06/2014,50
35,04/06/2013,33
35,04/06/2016,37
35,04/06/2015,46
35,04/06/2017,59
35,05/09/2017,29
35,11/15/2016,27
35,11/15/2015,23
35,11/15/2014,59
35,11/15/2013,69
35,12/14/2015,49
35,12/14/2016,22
35,12/14/2013,48
35,12/14/2014,56
35,06/21/2016,39
35,06/21/2017,23
35,06/21/2014,68
35,06/21/2015,36
35,06/21/2013,38
35,12/23/2013,48
35,12/23/2014,40
35,12/23/2015,34
35,12/23/2016,17
35,05/22/2017,22
35,05/22/2016,35
35,05/22/2015,57
35,05/09/2013,35
35,05/22/2014,104
35,05/09/2014,119
35,05/22/2013,34
35,05/09/2015,69
35,05/09/2016,38
35,04/03/2015,81
35,09/30/2014,59
35,04/03/2014,86
35,09/30/2013,24
35,09/30/2016,28
35,04/03/2013,33
35,09/30/2015,53
35,04/03/2017,75
35,04/03/2016,29
35,02/09/2017,30
35,02/09/2016,36
35,07/19/2013,51
35,02/09/2015,53
35,02/09/2014,35
35,02/09/2013,26
35,05/29/2016,31
35,05/29/2015,68
35,05/29/2017,3
35,05/29/2014,72
35,05/29/2013,23
35,07/19/2017,19
35,07/19/2016,33
35,07/19/2015,42
35,07/19/2014,87
35,09/16/2014,54
35,01/31/2016,15
35,09/16/2013,25
35,01/31/2017,19
35,09/16/2016,35
35,01/31/2014,52
35,01/31/2015,41
35,09/16/2015,67
35,01/31/2013,36
35,10/30/2015,60
35,10/30/2016,21
35,10/30/2013,37
35,10/30/2014,61
35,07/03/2013,28
35,07/03/2014,82
35,07/03/2015,103
35,07/03/2016,52
35,07/03/2017,25
35,06/07/2017,19
35,06/07/2016,39
35,06/07/2015,50
35,06/07/2014,117
35,02/13/2013,29
35,06/07/2013,37
35,02/13/2014,72
35,02/13/2015,86
35,02/13/2016,40
35,02/13/2017,16
35,07/12/2014,67
35,07/12/2013,37
35,09/07/2015,31
35,07/12/2016,58
35,10/17/2016,36
35,09/07/2016,35
35,07/12/2015,64
35,07/12/2017,15
35,10/17/2013,43
35,09/07/2013,32
35,10/17/2014,78
35,10/17/2015,45
35,09/07/2014,94
35,03/25/2017,10
35,03/25/2013,35
35,03/25/2014,50
35,03/25/2015,59
35,03/25/2016,39
35,02/29/2016,41
35,10/10/2015,56
35,10/10/2016,23
35,10/10/2013,57
35,10/10/2014,88
35,01/24/2017,19
35,01/24/2016,18
35,01/24/2015,39
35,01/24/2014,67
35,08/11/2014,64
35,08/11/2013,35
35,08/11/2016,47
35,08/11/2015,51
35,02/16/2014,71
35,02/16/2015,53
35,02/16/2013,29
35,02/06/2017,19
35,12/27/2016,21
35,12/27/2015,28
35,12/27/2014,36
35,12/27/2013,41
35,02/06/2013,16
35,02/06/2014,68
35,02/06/2015,80
35,02/06/2016,39
35,06/30/2013,29
35,06/30/2014,82
35,11/02/2015,54
35,06/30/2015,43
35,11/02/2016,36
35,06/30/2016,57
35,06/30/2017,30
35,12/30/2016,23
35,09/03/2016,28
35,12/30/2015,35
35,09/03/2015,77
35,12/30/2014,40
35,12/30/2013,41
35,07/26/2013,32
35,07/26/2017,24
35,07/26/2016,49
35,09/03/2014,75
35,07/26/2015,40
35,07/26/2014,104
35,09/03/2013,20
35,04/10/2016,21
35,04/10/2017,24
35,10/03/2015,55
35,10/03/2016,28
35,10/03/2013,42
35,10/03/2014,86
35,04/10/2014,82
35,04/10/2015,83
35,04/10/2013,24
35,12/20/2013,53
35,12/20/2015,33
35,11/02/2013,47
35,12/20/2014,47
35,11/02/2014,45
35,12/20/2016,25
35,05/25/2016,48
35,05/25/2015,32
35,05/25/2017,30
35,05/25/2014,66
35,05/25/2013,21
35,07/06/2016,50
35,07/06/2017,20
35,07/06/2014,53
35,07/06/2015,53
35,07/06/2013,27
35,08/18/2015,52
35,08/18/2014,86
35,08/18/2013,37
35,03/21/2014,74
35,03/21/2013,39
35,03/21/2016,37
35,03/21/2015,49
35,08/18/2016,47
35,03/21/2017,41
35,05/02/2013,23
35,05/02/2016,37
35,05/02/2017,18
35,05/02/2014,81
35,05/02/2015,69
35,08/31/2016,34
35,08/31/2015,46
35,08/31/2014,90
35,08/31/2013,31
35,02/16/2016,44
35,02/16/2017,28
35,10/23/2016,17
35,10/23/2015,53
35,01/24/2013,33
35,09/23/2014,72
35,09/23/2013,26
35,09/23/2016,29
35,09/23/2015,44
35,03/28/2017,15
35,03/28/2016,32
35,10/23/2014,66
35,07/29/2014,83
35,10/23/2013,59
35,07/29/2013,23
35,07/29/2016,28
35,07/29/2015,63
35,07/29/2017,14
35,11/17/2013,52
35,11/17/2014,77
35,11/17/2015,37
35,11/17/2016,30
35,03/02/2013,32
35,08/07/2013,26
35,03/02/2015,69
35,08/07/2014,77
35,08/07/2015,55
35,03/02/2014,42
35,03/02/2017,19
35,08/07/2016,24
35,03/02/2016,41
35,04/30/2013,32
35,04/30/2017,10
35,04/30/2016,36
35,04/30/2015,67
35,04/30/2014,72
35,09/02/2013,15
35,09/02/2014,63
35,09/02/2015,54
35,09/02/2016,35
35,01/13/2017,29
35,02/24/2016,42
35,01/13/2016,35
35,02/24/2015,72
35,02/24/2014,55
35,01/13/2015,43
35,02/24/2013,16
35,01/13/2014,42
35,02/24/2017,27
35,10/06/2013,50
35,10/06/2015,53
35,09/18/2016,17
35,10/06/2014,77
35,09/18/2015,78
35,01/13/2013,21
35,09/18/2014,67
35,10/06/2016,38
35,09/18/2013,37
35,06/11/2015,58
35,06/11/2016,40
35,06/11/2017,16
35,06/11/2013,24
35,06/11/2014,100
35,06/26/2017,20
35,05/15/2017,16
35,06/26/2015,63
35,05/15/2016,24
35,06/26/2016,28
35,05/15/2015,72
35,06/26/2013,17
35,05/15/2014,87
35,06/26/2014,76
35,05/15/2013,29
35,08/15/2013,41
35,08/15/2014,92
35,08/15/2015,79
35,08/15/2016,28
35,04/22/2017,26
35,07/21/2016,37
35,07/21/2015,58
35,07/21/2014,77
35,07/21/2013,42
35,04/22/2015,58
35,04/22/2016,32
35,04/22/2013,35
35,04/22/2014,53
35,07/21/2017,18
35,04/28/2014,59
35,04/28/2013,18
35,09/10/2013,43
35,09/10/2014,90
35,09/10/2015,52
35,09/10/2016,31
35,01/21/2013,18
35,01/21/2014,44
35,01/21/2015,56
35,01/21/2016,32
35,01/21/2017,15
35,01/30/2017,19
35,09/20/2016,33
35,09/20/2015,48
35,09/20/2014,71
35,01/30/2014,66
35,09/20/2013,44
35,01/30/2013,30
35,01/30/2016,29
35,01/30/2015,61
35,08/24/2013,44
35,08/24/2014,66
35,06/10/2013,36
35,06/10/2017,18
35,06/10/2016,40
35,06/10/2015,59
35,06/10/2014,71
35,08/24/2015,57
35,08/24/2016,39
35,10/24/2013,51
35,08/25/2016,37
35,10/24/2014,66
35,10/24/2015,39
35,05/06/2016,49
35,05/06/2017,21
35,05/06/2014,63
35,05/06/2015,62
35,06/03/2013,29
35,08/25/2014,55
35,06/03/2017,30
35,08/25/2015,42
35,06/03/2016,56
35,06/03/2015,63
35,06/03/2014,99
35,08/25/2013,38
35,04/12/2014,84
35,04/12/2015,49
35,04/12/2016,55
35,04/12/2017,22
35,05/23/2016,68
35,05/23/2015,54
35,05/23/2014,92
35,05/23/2013,24
35,04/12/2013,32
35,05/23/2017,31
35,06/01/2014,75
35,06/01/2015,49
35,06/01/2013,31
35,06/01/2016,35
35,06/01/2017,19
35,05/08/2017,22
35,05/08/2016,23
35,10/24/2016,28
35,03/17/2013,23
35,03/17/2014,75
35,03/17/2015,55
35,01/03/2014,47
35,01/03/2013,14
35,11/11/2016,21
35,11/11/2015,38
35,11/11/2014,48
35,11/11/2013,46
35,03/27/2017,52
35,03/27/2015,76
35,03/27/2016,24
35,03/27/2013,34
35,09/12/2015,33
35,09/12/2016,24
35,03/27/2014,60
35,09/12/2013,28
35,09/12/2014,82
35,01/03/2016,36
35,01/03/2015,35
35,01/03/2017,24
35,03/17/2016,51
35,05/06/2013,18
35,03/17/2017,16
35,08/17/2015,59
35,08/17/2016,30
35,08/17/2013,36
35,08/17/2014,65
35,10/29/2013,29
35,10/29/2014,64
35,10/29/2015,52
35,10/29/2016,23
35,05/16/2017,18
35,05/16/2013,26
35,05/16/2014,82
35,05/16/2015,74
35,05/16/2016,37
35,11/01/2015,63
35,11/01/2014,72
35,11/01/2016,30
35,12/18/2013,42
35,12/18/2014,52
35,03/12/2017,10
35,03/12/2016,40
35,11/01/2013,60
35,03/12/2015,66
35,03/12/2014,56
35,03/12/2013,28
35,12/18/2015,56
35,12/18/2016,14
35,05/08/2015,87
35,05/08/2014,79
35,05/08/2013,35
35,12/28/2013,37
35,12/28/2014,24
35,12/28/2015,32
35,12/28/2016,13
35,10/14/2014,88
35,10/14/2013,31
35,10/14/2016,32
35,10/14/2015,49
35,02/07/2015,50
35,02/07/2014,76
35,02/07/2017,25
35,02/07/2016,27
35,02/07/2013,31
35,01/23/2015,54
35,01/23/2016,28
35,01/23/2013,30
35,01/23/2014,44
35,01/23/2017,19
35,01/06/2014,40
35,01/06/2015,56
35,01/06/2016,53
35,01/06/2017,26
35,12/02/2016,30
35,02/17/2016,46
35,02/17/2015,60
35,02/17/2014,43
35,12/02/2014,84
35,12/02/2015,43
35,02/17/2013,20
35,01/06/2013,9
35,05/10/2017,21
35,05/10/2016,39
35,05/10/2015,44
35,05/10/2014,80
35,05/10/2013,28
35,12/02/2013,58
35,07/27/2013,56
35,07/27/2014,62
35,02/17/2017,20
35,07/27/2015,44
35,07/27/2016,45
35,07/27/2017,23
35,11/24/2015,39
35,09/08/2013,50
35,11/24/2016,10
35,09/08/2015,48
35,09/08/2014,69
35,07/11/2014,82
35,08/22/2013,38
35,09/08/2016,32
35,08/22/2014,79
35,07/11/2015,58
35,08/22/2015,59
35,07/11/2016,47
35,09/25/2016,33
35,09/25/2015,61
35,08/22/2016,30
35,07/11/2017,21
35,09/25/2014,85
35,09/25/2013,26
35,07/11/2013,30
35,11/24/2013,27
35,11/24/2014,61
35,10/01/2014,72
35,10/01/2013,28
35,04/18/2017,16
35,04/18/2016,41
35,03/07/2017,21
35,05/13/2015,65
35,05/13/2014,69
35,05/13/2017,12
35,05/13/2016,43
35,03/07/2014,82
35,03/07/2013,30
35,03/07/2016,45
35,05/13/2013,26
35,03/07/2015,69
35,12/05/2014,93
35,12/05/2013,36
35,12/05/2016,51
35,12/05/2015,36
35,02/14/2015,76
35,02/14/2014,92
35,02/14/2017,24
35,02/14/2016,34
35,10/21/2014,57
35,10/21/2013,42
35,01/26/2013,22
35,01/26/2014,31
35,10/21/2016,28
35,10/21/2015,54
35,01/26/2015,51
35,01/26/2016,33
35,01/26/2017,24
35,02/14/2013,36
35,04/02/2017,12
35,04/02/2015,67
35,04/02/2016,40
35,04/02/2013,20
35,04/18/2013,37
35,04/02/2014,73
35,04/18/2015,53
35,04/18/2014,86
35,02/04/2014,59
35,10/01/2016,15
35,02/04/2013,28
35,10/01/2015,62
35,06/16/2013,33
35,06/16/2014,71
35,06/16/2015,67
35,12/15/2016,14
35,06/16/2016,43
35,06/16/2017,24
35,07/14/2017,22
35,09/05/2015,60
35,09/05/2016,16
35,09/05/2013,28
35,09/05/2014,65
35,07/14/2016,78
35,07/14/2015,58
35,02/04/2017,10
35,07/14/2014,68
35,02/04/2016,52
35,02/04/2015,81
35,07/14/2013,25
35,07/31/2013,27
35,07/31/2015,60
35,07/31/2014,85
35,07/31/2017,15
35,07/31/2016,21
35,02/21/2014,78
35,02/21/2015,71
35,02/21/2016,28
35,02/21/2017,17
35,02/21/2013,34
35,04/28/2017,18
35,04/28/2016,41
35,04/28/2015,50
35,01/09/2015,74
35,01/09/2016,31
35,01/09/2013,18
35,01/09/2014,57
35,01/09/2017,26
35,07/04/2015,120
35,10/31/2015,39
35,01/19/2013,11
35,07/04/2014,112
35,10/31/2014,82
35,09/15/2016,20
35,10/31/2013,61
35,01/19/2015,28
35,07/04/2017,18
35,01/19/2014,29
35,07/04/2016,40
35,01/19/2017,27
35,01/19/2016,35
35,07/04/2013,31
35,10/31/2016,27
35,09/15/2013,37
35,09/15/2015,56
35,09/15/2014,61
35,11/27/2016,19
35,01/29/2017,4
35,11/27/2015,33
35,01/29/2016,29
35,11/27/2014,40
35,01/29/2015,56
35,01/29/2014,49
35,11/27/2013,43
35,01/29/2013,15
35,09/28/2015,52
35,06/09/2016,51
35,09/28/2014,96
35,06/09/2017,30
35,09/28/2016,19
35,09/28/2013,31
35,02/11/2017,15
35,02/11/2015,58
35,02/11/2016,39
35,02/11/2013,31
35,07/24/2013,28
35,02/11/2014,52
35,06/09/2013,15
35,06/09/2014,71
35,07/24/2015,53
35,07/24/2014,107
35,06/09/2015,75
35,07/24/2017,19
35,07/24/2016,21
35,11/07/2014,64
35,11/07/2015,45
35,11/07/2013,53
35,11/07/2016,33
35,04/15/2015,57
35,06/19/2014,83
35,04/15/2016,45
35,02/01/2013,45
35,06/19/2013,20
35,05/20/2013,35
35,02/01/2014,52
35,04/15/2013,25
35,04/05/2013,41
35,04/15/2014,65
35,02/01/2015,29
35,02/01/2016,44
35,06/29/2015,61
35,06/29/2014,64
35,02/01/2017,21
35,04/15/2017,15
35,06/29/2017,21
35,06/29/2016,50
35,12/22/2015,37
35,12/22/2014,49
35,12/22/2013,36
35,05/20/2015,60
35,05/20/2014,106
35,05/20/2017,20
35,05/20/2016,45
35,12/22/2016,24
35,06/29/2013,40
35,04/05/2014,76
35,04/05/2015,43
35,06/19/2017,11
35,04/05/2016,32
35,06/19/2016,23
35,06/19/2015,72
35,04/05/2017,31
35,05/30/2016,22
35,05/30/2015,57
35,05/30/2014,109
35,05/30/2013,34
35,12/12/2013,56
35,12/12/2014,60
35,12/12/2015,33
35,05/30/2017,23
35,12/12/2016,25
36,03/31/2015,2
36,03/31/2014,9
36,03/31/2013,3
36,02/03/2013,2
36,03/31/2017,7
36,03/31/2016,4
36,09/06/2016,2
36,09/06/2015,5
36,09/06/2014,5
36,05/19/2014,7
36,05/19/2015,5
36,10/11/2016,1
36,10/11/2015,5
36,10/11/2014,5
36,02/19/2016,6
36,02/19/2015,9
36,08/12/2013,5
36,02/19/2017,3
36,02/19/2014,1
36,02/19/2013,4
36,05/19/2016,7
36,05/19/2017,2
36,08/12/2016,4
36,08/12/2014,5
36,08/12/2015,6
36,04/25/2013,2
36,02/03/2016,3
36,02/03/2017,4
36,04/25/2015,2
36,02/03/2014,5
36,02/03/2015,13
36,04/25/2014,6
36,04/25/2017,2
36,04/25/2016,2
36,05/03/2016,2
36,05/03/2015,4
36,05/03/2014,4
36,05/03/2013,2
36,08/28/2014,6
36,08/28/2013,2
36,08/28/2016,6
36,08/28/2015,7
36,05/12/2017,2
36,10/18/2014,4
36,10/18/2016,4
36,10/18/2015,5
36,01/25/2014,9
36,01/25/2013,1
36,05/12/2013,2
36,05/12/2014,8
36,05/12/2015,4
36,05/12/2016,4
36,01/16/2015,8
36,01/16/2016,6
36,01/16/2014,4
36,01/25/2017,4
36,01/25/2016,6
36,01/25/2015,7
36,11/05/2013,7
36,11/05/2014,9
36,11/05/2015,4
36,11/05/2016,5
36,08/19/2013,2
36,08/19/2014,6
36,08/19/2015,7
36,08/19/2016,6
36,05/28/2014,7
36,05/28/2015,7
36,05/28/2016,9
36,05/28/2017,2
36,03/06/2013,3
36,03/06/2015,16
36,03/06/2014,4
36,12/24/2014,7
36,12/24/2015,4
36,10/02/2016,6
36,12/24/2016,4
36,02/12/2015,5
36,02/12/2014,3
36,02/12/2013,1
36,02/12/2017,2
36,02/12/2016,4
36,11/14/2016,7
36,01/16/2017,1
36,11/14/2014,8
36,11/14/2015,2
36,11/14/2013,3
36,02/28/2017,3
36,10/02/2013,1
36,10/02/2015,7
36,10/02/2014,9
36,12/24/2013,6
36,10/27/2013,2
36,10/27/2014,5
36,10/27/2015,20
36,10/27/2016,4
36,06/06/2015,10
36,06/06/2016,3
36,06/06/2014,6
36,07/09/2016,4
36,07/09/2015,8
36,06/06/2017,14
36,07/09/2017,3
36,10/11/2013,3
36,10/20/2013,3
36,10/20/2014,5
36,10/20/2015,4
36,10/20/2016,2
36,07/09/2014,9
36,03/06/2016,3
36,11/21/2013,5
36,11/21/2015,3
36,11/21/2014,3
36,11/21/2016,7
36,03/29/2017,2
36,12/15/2015,7
36,12/15/2014,2
36,12/15/2013,3
36,09/22/2013,2
36,09/22/2014,10
36,09/22/2015,3
36,09/22/2016,2
36,05/21/2017,3
36,05/21/2015,7
36,05/21/2016,6
36,05/21/2013,3
36,05/21/2014,5
36,09/24/2016,2
36,01/07/2014,5
36,09/24/2014,4
36,07/02/2016,73
36,01/07/2013,4
36,09/24/2015,4
36,03/29/2013,3
36,01/07/2016,2
36,03/29/2014,5
36,01/07/2015,6
36,03/29/2015,1
36,03/29/2016,4
36,01/07/2017,3
36,04/09/2013,2
36,07/02/2015,5
36,04/09/2014,3
36,04/09/2015,4
36,09/24/2013,2
36,07/02/2014,4
36,04/09/2016,1
36,04/09/2017,3
36,06/15/2014,7
36,06/15/2013,4
36,06/15/2017,1
36,06/15/2016,6
36,06/15/2015,9
36,10/09/2014,3
36,07/07/2016,6
36,10/09/2013,3
36,07/07/2015,4
36,07/07/2014,7
36,07/07/2013,1
36,04/16/2017,4
36,04/16/2016,4
36,04/16/2015,5
36,04/16/2014,3
36,10/09/2016,3
36,10/09/2015,6
36,12/01/2014,4
36,12/01/2013,5
36,12/01/2016,4
36,12/01/2015,4
36,04/16/2013,1
36,03/04/2013,2
36,12/08/2015,1
36,12/08/2014,5
36,12/08/2013,2
36,12/08/2016,5
36,07/25/2015,4
36,07/25/2016,5
36,07/25/2013,2
36,07/25/2014,9
36,08/30/2013,2
36,08/30/2014,13
36,08/30/2015,5
36,08/30/2016,7
36,07/25/2017,2
36,05/26/2014,4
36,05/26/2015,10
36,10/04/2016,2
36,10/04/2015,4
36,10/04/2014,9
36,10/04/2013,2
36,05/26/2017,1
36,09/29/2014,9
36,02/10/2015,8
36,02/10/2014,9
36,09/29/2015,7
36,02/10/2017,2
36,09/29/2016,2
36,02/10/2016,4
36,03/22/2016,8
36,03/22/2017,3
36,03/22/2014,4
36,03/22/2015,1
36,06/13/2015,6
36,06/13/2016,7
36,03/22/2013,2
36,06/13/2013,2
36,06/13/2014,5
36,06/13/2017,5
36,06/04/2014,11
36,06/04/2015,2
36,06/04/2016,10
36,06/04/2017,2
36,05/05/2014,12
36,05/05/2013,2
36,05/05/2016,4
36,05/05/2015,3
36,05/05/2017,1
36,01/18/2015,11
36,01/18/2016,3
36,01/18/2017,1
36,01/18/2013,2
36,04/23/2017,4
36,04/23/2016,2
36,04/23/2015,9
36,04/23/2014,6
36,04/23/2013,2
36,03/04/2016,9
36,03/04/2015,10
36,03/04/2014,9
36,06/08/2015,9
36,06/08/2016,5
36,06/08/2017,3
36,10/16/2016,6
36,10/16/2015,8
36,10/16/2014,6
36,10/16/2013,2
36,12/10/2014,5
36,12/10/2013,3
36,06/08/2013,1
36,06/08/2014,5
36,12/10/2016,1
36,12/10/2015,2
36,11/12/2013,5
36,07/23/2015,7
36,07/23/2016,4
36,04/20/2013,1
36,07/23/2017,3
36,04/20/2014,7
36,04/20/2015,4
36,04/20/2016,3
36,04/20/2017,5
36,03/24/2017,3
36,07/23/2013,2
36,07/23/2014,3
36,03/24/2016,3
36,03/24/2015,7
36,03/24/2014,4
36,11/28/2014,4
36,11/28/2013,2
36,11/28/2016,2
36,11/28/2015,6
36,11/12/2014,7
36,11/12/2015,4
36,11/12/2016,3
36,01/20/2013,1
36,01/20/2017,2
36,01/20/2016,6
36,01/20/2015,8
36,08/14/2016,3
36,01/20/2014,7
36,08/14/2015,9
36,08/14/2014,9
36,09/17/2013,2
36,09/17/2016,4
36,01/27/2017,3
36,09/17/2014,6
36,09/17/2015,4
36,04/27/2016,5
36,04/27/2017,3
36,04/27/2014,8
36,04/27/2015,4
36,01/27/2014,5
36,01/27/2016,2
36,01/27/2015,4
36,01/11/2014,4
36,01/11/2015,2
36,01/11/2013,4
36,01/11/2016,6
36,01/11/2017,4
36,08/05/2016,9
36,11/19/2015,4
36,11/19/2016,3
36,08/05/2014,5
36,11/19/2014,3
36,08/05/2015,3
36,08/05/2013,3
36,06/17/2017,1
36,06/17/2014,6
36,06/17/2013,1
36,06/17/2016,3
36,06/17/2015,6
36,03/15/2016,10
36,03/15/2017,3
36,03/15/2014,4
36,03/15/2015,6
36,03/01/2015,7
36,06/20/2014,7
36,03/01/2016,4
36,06/20/2013,1
36,06/20/2016,3
36,03/01/2017,4
36,06/20/2015,4
36,10/07/2015,8
36,10/07/2016,4
36,06/20/2017,2
36,10/07/2013,2
36,03/01/2013,1
36,10/07/2014,7
36,03/01/2014,4
36,07/16/2016,4
36,07/16/2015,2
36,03/15/2013,1
36,07/16/2017,1
36,07/16/2014,5
36,07/16/2013,2
36,04/07/2016,7
