Pickup Community Area,Ride Date,Total Number of Rides
23,08/15/2016,10
23,04/22/2017,12
23,07/21/2016,10
23,07/21/2015,19
23,07/21/2014,16
23,07/21/2013,13
23,04/22/2015,14
23,04/22/2016,21
23,04/22/2013,6
23,04/22/2014,9
23,07/21/2017,6
23,04/28/2014,18
23,04/28/2013,8
23,09/10/2013,10
23,09/10/2014,8
23,09/10/2015,4
23,09/10/2016,17
23,01/21/2013,7
23,01/21/2014,13
23,01/21/2015,20
23,01/21/2016,14
23,01/21/2017,16
23,01/30/2017,2
23,09/20/2016,6
23,09/20/2015,25
23,09/20/2014,30
23,09/20/2013,14
23,01/30/2014,17
23,01/30/2013,4
23,01/30/2016,30
23,01/30/2015,31
23,08/24/2013,20
23,08/24/2014,37
23,06/10/2013,9
23,06/10/2017,8
23,06/10/2016,14
23,06/10/2015,18
23,06/10/2014,11
23,08/24/2015,10
23,08/24/2016,7
23,10/24/2013,12
23,08/25/2016,10
23,10/24/2014,12
23,10/24/2015,25
23,05/06/2016,17
23,05/06/2017,12
23,05/06/2014,19
23,05/06/2015,23
23,06/03/2013,9
23,08/25/2014,23
23,06/03/2017,9
23,08/25/2015,13
23,06/03/2016,15
23,06/03/2015,21
23,08/25/2013,21
23,06/03/2014,20
23,04/12/2014,36
23,04/12/2015,27
23,04/12/2016,10
23,04/12/2017,5
23,05/23/2016,14
23,05/23/2015,27
23,05/23/2014,26
23,04/12/2013,9
23,05/23/2013,10
23,05/23/2017,7
23,06/01/2014,32
23,06/01/2015,21
23,06/01/2013,14
23,06/01/2016,11
23,06/01/2017,5
23,05/08/2017,6
23,05/08/2016,26
23,10/24/2016,10
23,03/17/2013,28
23,03/17/2014,11
23,03/17/2015,18
23,01/03/2014,21
23,01/03/2013,7
23,11/11/2016,10
23,11/11/2015,15
23,11/11/2014,21
23,11/11/2013,19
23,03/27/2017,14
23,03/27/2015,25
23,03/27/2016,22
23,09/12/2015,38
23,03/27/2013,8
23,09/12/2016,8
23,03/27/2014,16
23,09/12/2013,7
23,09/12/2014,81
23,01/03/2016,32
23,01/03/2015,32
23,01/03/2017,11
23,03/17/2016,18
23,05/06/2013,10
23,03/17/2017,6
23,08/17/2015,13
23,08/17/2016,12
23,08/17/2013,20
23,08/17/2014,39
23,10/29/2013,6
23,10/29/2014,18
23,10/29/2015,13
23,10/29/2016,34
23,05/16/2017,4
23,05/16/2013,6
23,05/16/2014,21
23,05/16/2015,36
23,05/16/2016,22
23,11/01/2015,44
23,11/01/2014,45
23,11/01/2016,11
23,12/18/2013,14
23,12/18/2014,22
23,03/12/2017,14
23,11/01/2013,20
23,03/12/2016,25
23,03/12/2015,18
23,03/12/2014,10
23,03/12/2013,5
23,12/18/2015,20
23,12/18/2016,15
23,05/08/2015,15
23,05/08/2014,9
23,05/08/2013,7
23,12/28/2013,23
23,12/28/2014,33
23,12/28/2015,33
23,12/28/2016,13
23,10/14/2014,8
23,10/14/2013,12
23,10/14/2016,8
23,10/14/2015,16
23,02/07/2015,47
23,02/07/2014,14
23,02/07/2017,14
23,02/07/2016,31
23,02/07/2013,7
23,01/23/2015,36
23,01/23/2016,24
23,01/23/2013,9
23,01/23/2014,11
23,01/23/2017,5
23,01/06/2014,13
23,01/06/2015,26
23,01/06/2016,11
23,01/06/2017,6
23,12/02/2016,9
23,02/17/2016,23
23,02/17/2015,33
23,02/17/2014,20
23,12/02/2014,12
23,12/02/2015,15
23,01/06/2013,13
23,02/17/2013,7
23,05/10/2017,3
23,05/10/2016,9
23,05/10/2015,36
23,05/10/2014,43
23,05/10/2013,9
23,12/02/2013,9
23,07/27/2013,11
23,07/27/2014,20
23,02/17/2017,11
23,07/27/2015,17
23,07/27/2016,10
23,07/27/2017,6
23,09/08/2013,17
23,11/24/2015,18
23,11/24/2016,13
23,09/08/2015,8
23,09/08/2014,18
23,07/11/2014,29
23,08/22/2013,10
23,07/11/2015,20
23,08/22/2014,18
23,09/08/2016,1
23,07/11/2016,16
23,08/22/2015,59
23,09/25/2016,21
23,08/22/2016,18
23,09/25/2015,17
23,07/11/2017,4
23,09/25/2014,16
23,09/25/2013,6
23,07/11/2013,5
23,11/24/2013,20
23,11/24/2014,22
23,10/01/2014,16
23,10/01/2013,5
23,04/18/2017,11
23,03/07/2017,4
23,04/18/2016,11
23,05/13/2015,11
23,05/13/2014,21
23,05/13/2017,8
23,05/13/2016,27
23,03/07/2014,19
23,03/07/2013,14
23,03/07/2016,18
23,05/13/2013,4
23,03/07/2015,35
23,12/05/2014,22
23,12/05/2013,9
23,12/05/2016,14
23,12/05/2015,17
23,02/14/2015,42
23,02/14/2014,18
23,02/14/2017,9
23,02/14/2016,29
23,10/21/2014,26
23,01/26/2013,10
23,10/21/2013,8
23,10/21/2016,14
23,01/26/2014,22
23,10/21/2015,14
23,01/26/2015,19
23,01/26/2016,12
23,01/26/2017,11
23,02/14/2013,11
23,04/02/2017,19
23,04/02/2015,19
23,04/02/2016,18
23,04/02/2013,8
23,04/18/2013,10
23,04/02/2014,21
23,04/18/2015,29
23,04/18/2014,25
23,02/04/2014,12
23,10/01/2016,13
23,06/16/2013,13
23,02/04/2013,9
23,10/01/2015,23
23,06/16/2014,17
23,06/16/2015,20
23,12/15/2016,9
23,06/16/2016,8
23,06/16/2017,5
23,07/14/2017,7
23,09/05/2015,20
23,09/05/2016,15
23,09/05/2013,10
23,09/05/2014,27
23,07/14/2016,16
23,07/14/2015,11
23,02/04/2017,16
23,07/14/2014,19
23,02/04/2016,8
23,02/04/2015,16
23,07/14/2013,13
23,07/31/2013,6
23,07/31/2015,24
23,07/31/2014,25
23,07/31/2017,9
23,07/31/2016,17
23,02/21/2014,11
23,02/21/2015,45
23,02/21/2016,29
23,02/21/2017,8
23,02/21/2013,9
23,04/28/2017,13
23,04/28/2016,14
23,04/28/2015,18
23,01/09/2015,18
23,01/09/2016,19
23,01/09/2013,6
23,01/09/2014,16
23,01/09/2017,11
23,01/19/2013,17
23,07/04/2015,28
23,10/31/2015,24
23,10/31/2014,29
23,07/04/2014,34
23,09/15/2016,7
23,10/31/2013,24
23,01/19/2015,22
23,07/04/2017,7
23,07/04/2016,20
23,01/19/2014,20
23,01/19/2017,5
23,01/19/2016,5
23,07/04/2013,13
23,10/31/2016,9
23,09/15/2013,167
23,09/15/2015,12
23,09/15/2014,21
23,11/27/2016,16
23,01/29/2017,10
23,11/27/2015,13
23,01/29/2016,16
23,11/27/2014,24
23,01/29/2015,19
23,01/29/2014,17
23,11/27/2013,18
23,01/29/2013,11
23,06/09/2016,16
23,09/28/2015,15
23,09/28/2014,25
23,06/09/2017,12
23,09/28/2016,12
23,09/28/2013,13
23,02/11/2017,14
23,02/11/2015,24
23,02/11/2016,15
23,07/24/2013,4
23,02/11/2013,7
23,02/11/2014,12
23,06/09/2013,14
23,07/24/2015,19
23,06/09/2014,18
23,06/09/2015,14
23,07/24/2014,24
23,07/24/2017,7
23,07/24/2016,17
23,11/07/2014,16
23,11/07/2015,18
23,11/07/2013,12
23,11/07/2016,8
23,04/15/2015,18
23,06/19/2014,13
23,04/15/2016,17
23,02/01/2013,12
23,06/19/2013,10
23,02/01/2014,16
23,05/20/2013,5
23,04/15/2013,2
23,02/01/2015,45
23,04/05/2013,7
23,04/15/2014,17
23,06/29/2015,17
23,02/01/2016,9
23,06/29/2014,30
23,02/01/2017,9
23,04/15/2017,23
23,06/29/2017,7
23,06/29/2016,9
23,12/22/2015,10
23,12/22/2014,23
23,12/22/2013,30
23,05/20/2015,10
23,05/20/2014,21
23,05/20/2017,4
23,12/22/2016,10
23,05/20/2016,18
23,06/29/2013,19
23,04/05/2014,37
23,04/05/2015,24
23,06/19/2017,2
23,06/19/2016,16
23,04/05/2016,10
23,06/19/2015,18
23,04/05/2017,8
23,05/30/2016,20
23,05/30/2015,37
23,05/30/2014,24
23,05/30/2013,9
23,12/12/2013,23
23,12/12/2014,30
23,12/12/2015,21
23,12/12/2016,14
23,05/30/2017,3
67,03/31/2015,2
67,02/20/2017,1
67,03/31/2014,2
67,03/31/2013,2
67,02/20/2013,2
67,02/20/2015,2
67,03/31/2017,3
67,03/31/2016,1
67,02/20/2016,4
67,09/06/2015,2
67,04/08/2016,3
67,05/19/2014,2
67,11/22/2016,3
67,04/08/2015,5
67,10/11/2016,1
67,05/19/2015,1
67,11/22/2013,6
67,10/11/2015,1
67,04/08/2014,1
67,11/22/2014,2
67,10/11/2014,2
67,05/19/2013,1
67,04/08/2013,1
67,02/19/2016,2
67,02/19/2015,7
67,08/12/2013,1
67,02/19/2017,1
67,02/19/2014,2
67,02/19/2013,1
67,05/19/2016,2
67,05/19/2017,2
67,08/12/2016,1
67,08/12/2014,1
67,08/12/2015,4
67,12/16/2013,2
67,12/16/2014,2
67,12/16/2015,4
67,02/03/2016,5
67,02/03/2017,1
67,04/25/2015,2
67,04/25/2014,4
67,02/03/2015,4
67,04/25/2016,2
67,06/14/2016,3
67,05/03/2017,3
67,05/03/2016,2
67,06/14/2015,4
67,05/03/2015,1
67,05/03/2014,2
67,06/14/2013,1
67,05/03/2013,1
67,07/17/2013,1
67,08/28/2014,3
67,07/17/2015,1
67,07/17/2014,1
67,07/17/2017,1
67,08/28/2016,2
67,08/28/2015,2
67,07/17/2016,1
67,10/18/2016,2
67,10/18/2015,2
67,01/25/2014,2
67,01/25/2013,1
67,04/01/2013,1
67,04/01/2015,3
67,05/12/2013,1
67,05/12/2014,1
67,04/01/2014,1
67,04/01/2017,2
67,05/12/2015,1
67,04/01/2016,5
67,05/12/2016,1
67,07/01/2014,2
67,01/16/2015,3
67,01/16/2013,1
67,01/16/2014,2
67,01/25/2017,1
67,01/25/2016,2
67,01/25/2015,4
67,07/01/2017,1
67,07/01/2015,3
67,07/01/2016,1
67,11/05/2014,6
67,11/05/2015,1
67,11/05/2016,2
67,03/14/2014,1
67,03/14/2013,1
67,08/19/2014,3
67,08/19/2015,1
67,03/14/2016,1
67,03/14/2015,4
67,08/19/2016,3
67,05/28/2014,2
67,05/28/2015,3
67,05/28/2016,1
67,03/06/2013,2
67,03/06/2015,3
67,04/17/2013,1
67,03/06/2014,1
67,04/17/2014,1
67,12/24/2014,3
67,12/24/2015,1
67,11/13/2015,1
67,10/02/2016,1
67,12/24/2016,1
67,02/12/2015,3
67,01/01/2017,1
67,02/12/2014,1
67,12/07/2015,3
67,02/12/2013,2
67,12/07/2016,3
67,01/01/2013,1
67,01/01/2014,2
67,12/07/2014,4
67,01/01/2015,3
67,01/01/2016,3
67,02/12/2016,1
67,03/05/2013,3
67,12/25/2016,1
67,12/25/2015,2
67,11/14/2016,2
67,01/16/2017,1
67,11/14/2014,4
67,11/14/2013,3
67,03/05/2015,3
67,03/05/2016,2
67,03/05/2017,2
67,08/04/2014,3
67,08/04/2013,1
67,08/04/2016,1
67,02/28/2017,1
67,08/04/2015,5
67,07/08/2014,3
67,10/02/2013,2
67,07/08/2015,2
67,07/08/2016,3
67,10/02/2015,7
67,12/24/2013,1
67,10/02/2014,2
67,07/08/2017,1
67,04/17/2015,2
67,04/17/2016,1
67,04/17/2017,1
67,10/27/2014,1
67,10/27/2015,3
67,10/27/2016,3
67,06/06/2016,1
67,06/06/2014,2
67,07/09/2016,1
67,07/09/2015,2
67,11/29/2013,1
67,01/17/2016,4
67,01/17/2015,1
67,01/17/2014,4
67,10/26/2015,5
67,05/04/2016,1
67,05/04/2017,1
67,10/26/2014,1
67,10/26/2016,1
67,05/04/2015,4
67,01/08/2016,3
67,01/08/2013,1
67,12/25/2014,3
67,01/08/2015,4
67,12/25/2013,1
67,10/11/2013,1
67,10/20/2014,1
67,10/20/2015,4
67,04/08/2017,1
67,07/09/2014,3
67,11/13/2014,6
67,11/13/2013,1
67,03/06/2017,1
67,11/21/2013,1
67,11/21/2015,5
67,11/21/2014,2
67,11/21/2016,2
67,03/29/2017,2
67,11/04/2014,7
67,04/26/2017,1
67,11/04/2015,2
67,12/15/2015,4
67,04/26/2015,3
67,12/15/2014,1
67,04/26/2016,3
67,12/15/2013,1
67,04/26/2014,1
67,01/10/2016,3
67,01/10/2015,2
67,09/22/2014,4
67,09/22/2015,2
67,01/10/2017,2
67,01/10/2014,2
67,01/10/2013,3
67,11/06/2016,2
67,05/21/2017,1
67,11/06/2015,5
67,05/21/2015,1
67,11/06/2014,1
67,05/18/2014,1
67,05/21/2013,1
67,05/21/2014,3
67,09/24/2016,1
67,09/24/2014,2
67,07/02/2017,1
67,07/02/2016,3
67,09/24/2015,2
67,03/29/2013,2
67,01/07/2016,2
67,03/29/2014,2
67,01/07/2015,6
67,03/29/2015,6
67,01/07/2017,2
67,03/29/2016,1
67,07/02/2015,3
67,07/02/2014,1
67,04/09/2015,1
67,04/09/2016,1
67,04/09/2017,1
67,10/19/2016,2
67,10/19/2015,4
67,10/19/2013,1
67,10/12/2013,1
67,10/12/2014,3
67,05/18/2016,2
67,05/18/2015,1
67,05/18/2017,1
67,06/15/2014,2
67,06/15/2013,1
67,08/29/2014,1
67,08/29/2015,2
67,06/15/2017,1
67,06/15/2015,8
67,08/29/2013,1
67,07/07/2016,4
67,10/09/2014,3
67,07/07/2015,2
67,02/02/2017,1
67,07/07/2014,2
67,02/02/2014,2
67,02/02/2013,1
67,02/02/2016,2
67,04/16/2015,3
67,02/02/2015,5
67,07/07/2017,1
67,10/12/2015,1
67,10/12/2016,3
67,10/09/2015,4
67,06/05/2017,3
67,03/30/2013,3
67,06/05/2013,2
67,03/30/2014,4
67,06/05/2015,4
67,06/05/2014,3
67,03/30/2017,3
67,12/01/2014,4
67,12/01/2013,1
67,03/30/2015,1
67,12/01/2015,4
67,03/30/2016,1
67,05/28/2013,1
67,01/15/2017,2
67,01/15/2016,3
67,09/14/2014,3
67,04/16/2013,1
67,02/27/2016,1
67,09/14/2015,3
67,09/14/2016,1
67,02/27/2014,5
67,02/27/2013,3
67,08/20/2014,1
67,08/20/2015,2
67,08/20/2016,4
67,07/10/2013,1
67,12/08/2014,5
67,07/10/2014,2
67,07/10/2015,2
67,12/08/2016,1
67,01/15/2013,1
67,01/15/2015,1
67,01/15/2014,2
67,07/25/2015,2
67,07/25/2016,2
67,05/11/2014,5
67,07/25/2014,2
67,08/30/2013,2
67,05/11/2015,1
67,08/30/2014,1
67,08/30/2015,2
67,05/11/2016,2
67,05/26/2014,1
67,05/26/2015,2
67,10/04/2016,2
67,06/23/2017,1
67,10/04/2015,3
67,05/26/2016,2
67,05/26/2017,1
67,06/23/2014,2
67,06/23/2015,4
67,04/24/2015,2
67,09/29/2014,1
67,04/24/2016,2
67,04/24/2017,1
67,02/10/2013,2
67,07/15/2013,1
67,07/15/2014,2
67,07/15/2015,3
67,02/10/2014,2
67,09/29/2015,2
67,02/10/2017,1
67,02/10/2016,1
67,04/24/2014,3
67,08/27/2014,5
67,03/22/2017,1
67,08/27/2015,1
67,08/27/2016,4
67,03/22/2014,2
67,03/22/2015,23
67,03/22/2013,1
67,06/13/2016,1
67,08/02/2016,2
67,08/27/2013,1
67,08/02/2015,3
67,08/02/2014,1
67,08/02/2013,2
67,06/13/2017,1
67,03/28/2014,5
67,03/28/2013,1
67,06/04/2014,3
67,06/04/2015,2
67,06/04/2016,1
67,06/04/2017,2
67,05/05/2014,1
67,05/05/2013,2
67,05/05/2016,1
67,05/05/2015,2
67,02/22/2013,1
67,02/22/2015,4
67,02/22/2017,3
67,01/18/2015,4
67,01/18/2016,4
67,01/18/2017,2
67,01/18/2013,3
67,04/06/2014,1
67,01/18/2014,1
67,04/06/2016,1
67,04/06/2015,2
67,04/06/2017,1
67,04/23/2017,1
67,04/23/2015,1
67,04/23/2014,1
67,04/23/2013,1
67,03/04/2017,2
67,03/04/2016,2
67,11/15/2015,4
67,11/15/2014,3
67,03/04/2015,2
67,03/04/2014,2
67,11/15/2013,2
67,12/14/2015,4
67,12/14/2013,2
67,12/14/2014,1
67,06/21/2016,1
67,06/21/2017,1
67,06/21/2014,1
67,06/21/2015,3
67,06/21/2013,2
67,12/23/2013,3
67,12/23/2014,2
67,12/23/2015,1
67,12/23/2016,1
67,06/08/2015,2
67,06/08/2016,1
67,05/22/2016,1
67,05/22/2015,3
67,05/09/2013,1
67,05/09/2014,3
67,05/22/2014,1
67,05/22/2013,1
67,05/09/2015,1
67,09/30/2014,3
67,04/03/2015,2
67,04/03/2014,6
67,09/30/2016,1
67,10/16/2015,5
67,09/30/2015,2
67,10/16/2014,5
67,10/16/2013,1
67,04/03/2017,1
67,04/03/2016,1
67,12/10/2014,4
67,02/09/2017,2
67,02/09/2016,4
67,06/08/2014,2
67,07/19/2013,1
67,02/09/2015,5
67,02/09/2014,4
67,12/10/2016,1
67,02/09/2013,1
67,05/29/2016,1
67,05/29/2015,4
67,05/29/2017,1
67,07/23/2015,2
67,07/23/2016,1
67,04/20/2013,1
67,04/20/2014,3
67,04/20/2015,4
67,04/20/2016,5
67,04/20/2017,2
67,07/23/2014,2
67,03/24/2015,2
67,03/24/2013,4
67,11/28/2014,2
67,05/29/2014,2
67,11/28/2016,1
67,11/28/2015,2
67,05/29/2013,1
67,11/12/2014,5
67,07/19/2017,1
67,11/12/2015,2
67,07/19/2016,2
67,07/19/2015,1
67,07/19/2014,1
67,09/16/2014,1
67,01/31/2016,1
67,09/16/2013,1
67,01/31/2015,3
67,09/16/2015,2
67,01/31/2013,1
67,01/20/2013,2
67,01/20/2015,4
67,08/14/2016,1
67,08/14/2014,1
67,10/30/2015,3
67,10/30/2014,2
67,07/03/2013,1
67,07/03/2014,3
67,09/17/2014,3
67,07/03/2015,1
67,07/03/2016,3
67,07/03/2017,1
67,06/07/2017,1
67,06/07/2016,1
67,04/27/2013,1
67,06/07/2015,2
67,06/07/2014,3
67,02/13/2013,5
67,04/27/2016,1
67,02/13/2014,3
67,04/27/2017,1
67,02/13/2015,5
67,04/27/2014,2
67,02/13/2016,6
67,04/27/2015,3
67,02/13/2017,1
67,07/12/2013,2
67,10/17/2016,2
67,09/07/2015,3
67,07/12/2016,2
67,01/27/2014,2
67,01/27/2013,2
67,09/07/2016,3
67,01/27/2016,3
67,01/27/2015,1
67,07/12/2017,1
67,10/17/2013,1
67,10/17/2014,3
67,09/07/2013,2
67,10/17/2015,3
67,01/11/2014,1
67,01/11/2015,3
67,01/11/2013,1
67,03/25/2015,1
67,01/11/2016,3
67,01/11/2017,1
67,03/25/2016,1
67,11/19/2015,1
67,08/05/2016,1
67,11/19/2016,1
67,08/05/2015,2
67,11/19/2014,2
67,02/29/2016,1
67,10/10/2015,1
67,10/10/2016,1
67,10/10/2013,1
67,10/10/2014,1
67,06/17/2014,1
67,06/17/2016,1
67,06/17/2015,3
67,03/15/2016,3
67,03/15/2017,2
67,03/15/2014,2
67,03/15/2015,3
67,06/20/2014,3
67,03/01/2015,3
67,03/01/2016,2
67,06/20/2013,1
67,03/01/2017,3
67,06/20/2015,1
67,10/07/2015,4
67,01/24/2016,2
67,06/20/2017,2
67,10/07/2016,1
67,10/07/2013,1
67,10/07/2014,2
67,03/01/2014,3
67,01/24/2014,3
67,08/11/2016,1
67,08/11/2015,3
67,02/16/2014,2
67,02/16/2015,2
67,02/16/2013,2
67,07/16/2015,1
67,03/15/2013,1
67,07/16/2017,1
67,02/06/2017,1
67,12/27/2015,2
67,12/27/2013,1
67,02/06/2013,3
67,02/06/2014,1
67,02/06/2015,7
67,02/06/2016,2
67,06/30/2013,1
67,06/30/2014,2
67,11/02/2015,2
67,11/02/2016,2
67,06/30/2015,2
67,06/30/2016,1
67,06/30/2017,1
67,09/03/2016,1
67,12/30/2016,1
67,09/03/2015,2
67,12/30/2015,2
67,12/30/2014,2
67,12/30/2013,2
67,04/07/2016,1
67,04/07/2017,1
67,03/08/2016,1
67,03/08/2015,5
67,03/08/2013,2
67,09/03/2014,3
67,07/26/2015,6
67,12/17/2015,10
67,12/17/2014,1
67,04/10/2016,4
67,04/10/2017,1
67,10/03/2015,1
67,10/03/2016,1
67,10/03/2013,1
67,10/03/2014,1
67,06/27/2015,4
67,06/24/2014,2
67,04/07/2014,3
67,06/27/2014,3
67,04/07/2015,3
67,06/24/2016,4
67,06/27/2013,1
67,06/24/2015,4
67,04/07/2013,1
67,04/10/2014,1
67,04/10/2015,4
67,06/27/2017,1
67,06/27/2016,1
67,12/20/2013,5
67,12/20/2015,4
67,11/02/2014,3
67,12/20/2014,1
67,03/11/2013,1
67,05/25/2015,2
67,05/25/2017,2
67,03/11/2017,1
67,03/11/2016,3
67,05/25/2014,1
67,03/11/2015,2
67,03/11/2014,5
67,02/26/2016,2
67,07/06/2017,1
67,07/06/2014,3
67,07/06/2015,1
67,01/14/2013,1
67,01/14/2014,1
67,08/18/2015,3
67,08/18/2014,1
67,08/18/2013,1
67,08/01/2015,1
67,08/01/2014,1
67,03/21/2014,1
67,03/21/2013,1
67,03/21/2015,4
67,03/21/2017,1
67,11/25/2015,5
67,11/25/2014,2
67,08/01/2013,5
67,03/18/2014,1
67,05/02/2013,2
67,03/18/2016,1
67,03/18/2015,2
67,05/02/2016,1
67,09/13/2016,2
67,05/02/2014,1
67,09/13/2015,2
67,09/13/2014,4
67,09/13/2013,2
67,10/13/2013,3
67,10/13/2014,1
67,10/13/2015,5
67,10/13/2016,2
67,01/04/2016,5
67,01/04/2017,2
67,03/18/2017,1
67,08/31/2016,3
67,08/31/2015,1
67,11/25/2016,1
67,08/31/2014,3
67,02/16/2016,3
67,02/16/2017,1
67,10/23/2015,3
67,01/24/2013,4
67,09/23/2014,1
67,09/23/2015,4
67,01/14/2015,2
67,01/14/2017,1
67,03/28/2016,2
67,02/26/2014,2
67,08/21/2016,1
67,02/26/2013,1
67,08/21/2015,2
67,08/21/2014,3
67,08/08/2014,1
67,08/08/2015,2
67,08/08/2016,1
67,07/30/2015,1
67,07/30/2016,1
67,07/30/2014,4
67,10/23/2014,5
67,07/29/2014,1
67,07/29/2013,2
67,05/07/2015,1
67,07/29/2016,1
67,06/18/2014,1
67,07/29/2015,2
67,05/07/2016,3
67,06/18/2015,1
67,11/17/2014,4
67,11/17/2015,3
67,05/07/2013,1
67,05/07/2014,4
67,03/02/2013,5
67,03/02/2015,2
67,08/07/2014,2
67,03/02/2014,3
67,03/02/2017,2
67,08/07/2016,1
67,05/24/2014,3
67,03/02/2016,3
67,05/24/2015,2
67,05/24/2016,1
67,05/24/2017,1
67,07/13/2014,3
67,04/30/2013,1
67,07/13/2015,2
67,01/04/2014,3
67,01/04/2015,5
67,01/04/2013,4
67,04/30/2017,1
67,04/30/2016,2
67,04/30/2015,5
67,07/13/2016,1
67,04/30/2014,1
67,12/04/2013,3
67,12/04/2014,2
67,12/04/2015,7
67,03/26/2015,3
67,02/15/2017,3
67,03/26/2014,2
67,02/15/2015,3
67,03/26/2017,1
67,02/15/2016,4
67,09/02/2014,3
67,04/29/2016,4
67,09/02/2015,3
67,09/02/2016,1
67,01/13/2017,1
67,02/24/2016,2
67,01/13/2016,3
67,02/24/2015,2
67,02/24/2014,1
67,01/13/2014,3
67,02/24/2013,3
67,02/24/2017,3
67,10/06/2013,1
67,09/18/2015,5
67,10/06/2014,2
67,09/18/2014,3
67,01/13/2013,2
67,10/06/2016,1
67,09/18/2013,3
67,04/13/2014,2
67,04/13/2013,1
67,04/13/2016,5
67,04/13/2015,3
67,06/02/2016,2
67,06/02/2015,1
67,06/02/2014,3
67,04/29/2014,3
67,06/02/2013,1
67,02/15/2013,1
67,02/15/2014,1
67,12/04/2016,1
67,08/16/2013,3
67,08/16/2015,1
67,08/16/2014,2
67,06/02/2017,1
67,08/16/2016,1
67,06/11/2015,1
67,07/22/2013,1
67,06/11/2016,1
67,06/11/2017,1
67,07/22/2015,1
67,06/11/2014,3
67,07/22/2014,3
67,06/26/2017,2
67,01/28/2013,2
67,06/26/2015,3
67,05/15/2017,1
67,05/15/2015,2
67,05/15/2014,2
67,01/28/2017,1
67,06/26/2014,3
67,05/15/2013,1
67,01/28/2014,1
67,01/28/2015,3
67,03/10/2015,3
67,08/15/2014,1
67,03/10/2013,1
67,08/15/2015,1
67,08/15/2016,4
67,03/10/2014,5
67,11/09/2014,1
67,11/09/2015,4
67,11/09/2016,2
67,03/10/2017,1
67,04/22/2017,1
67,07/21/2016,2
67,07/21/2015,2
67,07/21/2014,2
67,07/21/2013,1
67,04/22/2015,2
67,09/27/2014,1
67,04/22/2016,2
67,04/22/2013,1
67,04/22/2014,2
67,07/21/2017,1
67,09/27/2015,1
67,02/23/2016,1
67,02/23/2017,1
67,02/23/2015,4
67,04/28/2014,3
67,09/10/2013,3
67,09/10/2014,3
67,09/10/2015,3
67,09/10/2016,2
67,09/11/2013,1
67,01/21/2015,2
67,01/21/2016,1
67,09/11/2015,2
67,09/11/2014,1
67,04/21/2013,1
67,04/21/2015,4
67,04/21/2014,4
67,09/20/2016,2
67,09/20/2014,3
67,09/20/2013,1
67,09/26/2016,3
67,01/30/2013,2
67,01/30/2015,2
67,08/24/2014,3
67,06/10/2016,1
67,06/10/2015,1
67,06/10/2014,1
67,08/24/2015,3
67,08/24/2016,3
67,07/28/2017,1
67,10/24/2015,2
67,05/06/2016,2
67,07/28/2015,1
67,07/28/2014,2
67,05/06/2015,1
67,06/03/2017,1
67,06/03/2016,2
67,08/25/2015,2
67,06/03/2015,2
67,06/03/2014,3
67,04/12/2014,2
67,11/18/2016,2
67,04/12/2016,1
67,04/12/2017,1
67,11/18/2013,1
67,05/23/2016,3
67,05/23/2015,1
67,05/23/2014,3
67,11/18/2015,2
67,04/12/2013,2
67,12/03/2016,1
67,12/03/2015,1
67,06/01/2014,2
67,06/01/2017,2
67,05/08/2017,1
67,05/08/2016,2
67,09/19/2016,2
67,04/14/2016,1
67,10/24/2016,1
67,04/14/2014,2
67,04/14/2015,2
67,09/19/2013,1
67,09/19/2014,3
67,09/19/2015,2
67,04/14/2013,3
67,03/20/2016,1
67,03/17/2013,1
67,03/17/2014,6
67,03/17/2015,3
67,12/13/2015,4
67,03/20/2013,1
67,12/13/2014,5
67,01/03/2014,1
67,03/20/2014,2
67,03/20/2015,2
67,01/03/2013,1
67,10/22/2016,1
67,10/22/2014,3
67,10/22/2015,4
67,09/09/2015,2
67,09/09/2016,2
67,09/09/2013,1
67,09/09/2014,2
67,04/19/2015,1
67,11/11/2016,1
67,04/19/2016,1
67,11/11/2015,1
67,04/19/2013,2
67,11/11/2014,1
67,04/19/2014,2
67,11/11/2013,1
67,03/27/2017,1
67,03/27/2015,1
67,03/27/2016,1
67,09/12/2015,2
67,03/27/2013,1
67,03/27/2014,2
67,09/12/2016,1
67,09/12/2013,3
67,09/12/2014,2
67,04/19/2017,1
67,10/22/2013,1
67,01/03/2015,2
67,01/03/2017,1
67,03/17/2016,1
67,03/17/2017,2
67,05/06/2013,1
67,11/08/2016,2
67,11/08/2013,1
67,08/17/2015,4
67,08/17/2014,4
67,02/25/2013,2
67,04/04/2017,2
67,04/04/2016,4
67,11/26/2015,2
67,11/26/2016,1
67,04/04/2015,2
67,05/01/2017,2
67,11/26/2013,2
67,04/04/2014,2
67,11/26/2014,4
67,05/31/2013,2
67,05/31/2014,3
67,05/01/2014,3
67,05/01/2013,3
67,05/01/2016,2
67,05/01/2015,4
67,05/31/2017,4
67,03/19/2015,2
67,03/19/2014,4
67,10/29/2014,2
67,10/29/2015,1
67,12/11/2013,1
67,12/11/2014,1
67,12/11/2015,3
67,05/16/2017,2
67,05/16/2013,1
67,05/16/2014,1
67,05/16/2015,3
67,05/16/2016,4
67,02/25/2014,1
67,02/25/2015,6
67,02/25/2016,1
67,11/01/2015,2
67,11/01/2014,3
67,07/05/2013,2
67,07/05/2014,2
67,07/05/2017,2
67,07/05/2015,1
67,03/09/2014,2
67,06/28/2013,1
67,06/28/2014,1
67,12/21/2015,4
67,06/28/2015,2
